dataset_group,experiment,run,root,root_id,method,candidate_count,root_rank,top2_hit,top5_hit,acc,top_services,root_score,run_dir
sockshop_mesh_extended,el_e13,run08,carts,3,dycause,6,,0.0,0.0,0.0,,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run08
sockshop_mesh_extended,el_e13,run08,carts,3,pearson_entry_abs,6,5,0.0,1.0,0.4286,orders > catalogue > user > payment > carts > shipping,0.4050142562418085,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run08
sockshop_mesh_extended,el_e13,run08,carts,3,anomaly_z_mean_shift,6,2,1.0,1.0,0.8571,user > carts > shipping > orders > payment > catalogue,0.3598649778072197,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run08
sockshop_mesh_extended,el_e13,run09,carts,3,random_expected,6,expected,0.3333333333333333,0.8333333333333334,0.6428571428571429,random permutation,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run09
sockshop_mesh_extended,el_e13,run09,carts,3,dycause,6,,0.0,0.0,0.0,,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run09
sockshop_mesh_extended,el_e13,run09,carts,3,pearson_entry_abs,6,6,0.0,0.0,0.2857,user > payment > orders > shipping > catalogue > carts,0.6312777003110848,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run09
sockshop_mesh_extended,el_e13,run09,carts,3,anomaly_z_mean_shift,6,6,0.0,0.0,0.2857,user > shipping > payment > catalogue > orders > carts,0.03923617195370763,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run09
sockshop_mesh_extended,el_e13,run10,carts,3,random_expected,6,expected,0.3333333333333333,0.8333333333333334,0.6428571428571429,random permutation,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run10
sockshop_mesh_extended,el_e13,run10,carts,3,dycause,6,,0.0,0.0,0.0,,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run10
sockshop_mesh_extended,el_e13,run10,carts,3,pearson_entry_abs,6,4,0.0,1.0,0.5714,user > orders > catalogue > carts > shipping > payment,0.48927745356248964,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run10
sockshop_mesh_extended,el_e13,run10,carts,3,anomaly_z_mean_shift,6,1,1.0,1.0,1.0,carts > catalogue > orders > shipping > payment > user,0.5104136415845559,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e13\run10
sockshop_mesh_extended,el_e14,run01,carts,3,random_expected,6,expected,0.3333333333333333,0.8333333333333334,0.6428571428571429,random permutation,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e14\run01
sockshop_mesh_extended,el_e14,run01,carts,3,dycause,6,,0.0,0.0,0.0,,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e14\run01
sockshop_mesh_extended,el_e14,run01,carts,3,pearson_entry_abs,6,3,0.0,1.0,0.7143,payment > shipping > carts > orders > user > catalogue,0.5354452341940314,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e14\run01
sockshop_mesh_extended,el_e14,run01,carts,3,anomaly_z_mean_shift,6,2,1.0,1.0,0.8571,shipping > carts > catalogue > user > orders > payment,0.44484110463475307,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e14\run01
sockshop_mesh_extended,el_e15,run01,carts,3,random_expected,6,expected,0.3333333333333333,0.8333333333333334,0.6428571428571429,random permutation,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e15\run01
sockshop_mesh_extended,el_e15,run01,carts,3,dycause,6,,0.0,0.0,0.0,,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e15\run01
sockshop_mesh_extended,el_e15,run01,carts,3,pearson_entry_abs,6,5,0.0,1.0,0.4286,catalogue > user > payment > orders > carts > shipping,0.6196642839737075,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e15\run01
sockshop_mesh_extended,el_e15,run01,carts,3,anomaly_z_mean_shift,6,3,0.0,1.0,0.7143,orders > payment > carts > catalogue > user > shipping,0.49491901651902526,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e15\run01
sockshop_mesh_extended,el_e16,run01,carts,3,random_expected,6,expected,0.3333333333333333,0.8333333333333334,0.6428571428571429,random permutation,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e16\run01
sockshop_mesh_extended,el_e16,run01,carts,3,dycause,6,6,0.0,0.0,0.2857,,,D:\project\homework\sockshop\data\sockshop_mesh_extended\el_e16\run01
