experiment,run,dataset,desc,group,fault_type,object_role,root,root_idx,baseline_mean,fault_mean,fault_baseline_ratio,baseline_seconds,fault_seconds,rate_window,load_profile,data_root,dataset_prefix,path,quality_valid,min_valid_ratio,missing_points,zero_points,dycause_log,dycause_ok,lag,step,edge_thres,root_rank,pr1,pr2,pr3,pr4,pr5,pr_avg,acc
final_e1,run01,final_final_e1_mesh_run01,Formal: Pod-Kill payment,formal,pod-kill,core,payment,5,0.0014248087643637544,0.002648548381547672,1.858879905704662,300,300,15s,business-final-v3,D:\project\homework\sockshop\data\sockshop_mesh_final,final_,D:\project\homework\sockshop\data\sockshop_mesh_final\final_e1\run01,True,1.0,0,0,D:\project\homework\sockshop\data\sockshop_mesh_final\final_e1\run01\dycause_lag5_step30_edge0.8.log,True,5,30,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
