experiment,run,dataset,desc,group,fault_type,object_role,root,root_idx,baseline_mean,fault_mean,fault_baseline_ratio,baseline_seconds,fault_seconds,rate_window,load_profile,data_root,dataset_prefix,path,quality_valid,min_valid_ratio,missing_points,zero_points,dycause_log,dycause_ok,lag,step,edge_thres,root_rank,pr1,pr2,pr3,pr4,pr5,pr_avg,acc
mesh_e6,run01,candidate_mesh_e6_mesh_run01,Istio latency + NetworkDelay 300ms: orders,,,,orders,4,0.004802603978839004,0.11816855644891804,24.60510110131639,300,300,15s,business-checkout-v2,D:\project\homework\sockshop\data\sockshop_mesh_candidate,candidate_,data\sockshop_mesh_candidate\mesh_e6\run01,True,1.0,0,0,data\sockshop_mesh_candidate\mesh_e6\run01\dycause_lag5_step30_edge0.8.log,True,5,30,0.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mesh_e7,run01,candidate_mesh_e7_mesh_run01,Istio latency + NetworkDelay 300ms: carts,,,,carts,3,0.006091553044787589,0.14637125368165563,24.028560960640796,300,300,15s,business-checkout-v2,D:\project\homework\sockshop\data\sockshop_mesh_candidate,candidate_,data\sockshop_mesh_candidate\mesh_e7\run01,True,1.0,0,0,data\sockshop_mesh_candidate\mesh_e7\run01\dycause_lag5_step30_edge0.8.log,True,5,30,0.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mesh_e8,run01,candidate_mesh_e8_mesh_run01,Istio latency + NetworkDelay 300ms: shipping,,,,shipping,6,0.0016241482390223728,0.001223165111357697,0.7531117431090892,300,300,15s,business-checkout-v2,D:\project\homework\sockshop\data\sockshop_mesh_candidate,candidate_,data\sockshop_mesh_candidate\mesh_e8\run01,True,1.0,0,0,data\sockshop_mesh_candidate\mesh_e8\run01\dycause_lag5_step30_edge0.8.log,True,5,30,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mesh_e9,run01,candidate_mesh_e9_mesh_run01,Istio latency + Pod-Kill: orders,,,,orders,4,0.003993430853234938,0.0259272266851233,6.49246916698722,300,300,15s,business-checkout-v2,D:\project\homework\sockshop\data\sockshop_mesh_candidate,candidate_,data\sockshop_mesh_candidate\mesh_e9\run01,True,1.0,0,0,data\sockshop_mesh_candidate\mesh_e9\run01\dycause_lag5_step30_edge0.8.log,True,5,30,0.8,2,0.0,1.0,1.0,1.0,1.0,0.8,0.8571
