method,graph_source,cases,top1,top2,top5,mrr,acc
dycause_entry_0based_raw,entry_index_experiment,87,0.20689655172413793,0.3793103448275862,0.7586206896551724,0.4283524904214559,0.632183908045977
dycause_entry_1based_fixed,entry_index_experiment,87,0.20689655172413793,0.367816091954023,0.7586206896551724,0.4239463601532567,0.625615763546798
