front-end,catalogue,carts,orders,payment,shipping,user
0.009612034944529156,0.017541053824938566,0.015084057252383598,0.02863894439229365,0.013034838531676645,0.007978440086761514,0.01033663594689548
0.009612034944529158,0.012681782712383148,0.017634781287629655,0.028638944392293655,0.008760808273411056,0.00644757950219043,0.00880250736077831
0.009612034944529156,0.012681782712383148,0.017634781287629655,0.028638944392293652,0.008760808273411056,0.006447579502190429,0.011289426494723497
0.006202787118510709,0.012681782712383146,0.017634781287629655,0.022595275865422374,0.008760808273411054,0.006447579502190429,0.011289426494723497
0.006478685090734445,0.012681782712383148,0.01763478128762966,0.015946272243812048,0.008760808273411056,0.006447579502190429,0.011289426494723497
0.006478685090734445,0.008571663026316675,0.019362204915735145,0.015946272243812048,0.006887432429541855,0.007741639633237164,0.011289426494723497
0.006478685090734446,0.0063051821322614235,0.014936554912882457,0.015946272243812048,0.004882206535328919,0.005241144064992113,0.014216299998777682
0.006478685090734446,0.006305182132261425,0.014936554912882457,0.015946272243812048,0.004882206535328919,0.005241144064992113,0.009665527118863822
0.005470112182597137,0.006305182132261424,0.014936554912882458,0.014370171886671662,0.004882206535328919,0.005241144064992113,0.009665527118863822
0.004971742897923104,0.006305182132261425,0.014936554912882457,0.010891908681519064,0.004882206535328919,0.005241144064992113,0.009665527118863822
0.004971742897923104,0.0030925837314596557,0.014449943883652018,0.010891908681519062,0.0016486220390621463,0.002501989632515925,0.009665527118863822
0.004971742897923103,0.0028545780490336864,0.013385415012865758,0.010891908681519062,0.0014161465536009705,0.0022270428187896162,0.00858631458057789
0.004971742897923104,0.002854578049033686,0.013385415012865758,0.010891908681519064,0.0014161465536009705,0.002227042818789616,0.0063433928892828164
0.00545705512809218,0.0028545780490336864,0.013385415012865758,0.005203888818461565,0.001416146553600971,0.0022270428187896162,0.006343392889282816
0.004134608428609828,0.0028545780490336864,0.013385415012865753,0.004940490150235602,0.001416146553600971,0.0022270428187896162,0.006343392889282816
0.004134608428609827,0.0026258897607666976,0.009985157498170827,0.004940490150235602,0.0012677336970959565,0.001663586037569285,0.006343392889282816
0.004134608428609829,0.002673991602653405,0.00800651981609572,0.004940490150235602,0.0012677567843506017,0.0016122885445380608,0.002433476227559507
0.004134608428609827,0.002673991602653405,0.00800651981609572,0.004940490150235602,0.0012677567843506017,0.0016122885445380608,0.0026752822523106795
0.0029191991308741916,0.0026739916026534043,0.00800651981609572,0.004719785676684786,0.0012677567843506017,0.0016122885445380608,0.0026752822523106795
0.0024397660934939412,0.002673991602653405,0.00800651981609572,0.00481512454496316,0.0012677567843506017,0.0016122885445380608,0.0026752822523106795
0.002439766093493941,0.0026045153432534317,0.007775631115940857,0.00481512454496316,0.001146687187036487,0.0016251460072593403,0.0026752822523106795
